siteID,date,observer,participantEngagement,encounteredBirds,netHours,notes,entryTime,project,modTime,visitNotes
RESIMARPA1,2017-05-18,LY,4,Y,2,noData,NA,NA,NA,NA
WHEATPKMD1,2017-05-18,DLM,99999,Y,99999,noData,NA,NA,NA,NA
WILEKATGA1,2017-05-18,CLG,4,Y,8.75,noData,NA,NA,NA,NA
BERASHEPA1,2017-05-19,LY,4,Y,0.2,noData,NA,NA,NA,NA
FORESESMD1,2017-05-19,"KLW,AKW,JLM",4,Y,10.8,noData,NA,NA,NA,NA
HARVSUENC1,2017-05-19,AJB,5,Y,4,noData,NA,NA,NA,NA
LENTTERGA1,2017-05-19,"CLG,TERESA",3,Y,8.54,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-05-19,"AEH,TBR,DLM",noData,Y,99999,noData,NA,NA,NA,NA
WHEATPKMD1,2017-05-19,"DLM,GRD,AEH",noData,Y,0.1,noData,NA,NA,NA,NA
CLYDEPKGA1,2017-05-20,TAG,99999,Y,99999,noData,NA,NA,NA,NA
HAHNMARNC1,2017-05-20,AJB,5,Y,4,noData,NA,NA,NA,NA
PATCLORDC1,2017-05-20,"KLW,AKW",2,Y,3.3,noData,NA,NA,NA,NA
DOYLPHIMA1,2017-05-21,"SBL,JLK,ASJ",5,Y,7.75,noData,NA,NA,NA,NA
FLAMSCOFL1,2017-05-21,ERF,3,Y,14,noData,NA,NA,NA,NA
MANNJANDC1,2017-05-21,JLM,2,Y,5.8,noData,NA,NA,NA,NA
GILLESMA1,2017-05-22,"ASJ,JLK,SBL",5,N,6,"COLD AND RAINY, VERY LITTLE ACTIVITY, CAUGHT CHSP AND AMRE",NA,NA,NA,NA
HARABARNC1,2017-05-22,AJB,5,Y,4,noData,NA,NA,NA,NA
JOHNSCOGA1,2017-05-22,CLG,99999,Y,99999,noData,NA,NA,NA,NA
LERMSUSMA2,2017-05-22,"JLK,SBL",-,Y,6.75,"7:15 TWO 12M OPEN, 7:45 ONE 12M OPEN, 9:00 ONE 6M OPEN",NA,NA,NA,NA
SIZOOPKDC1,2017-05-22,"DLM,GRD,AEH",noData,Y,11.2,noData,NA,NA,NA,NA
BAILEESVA1,2017-05-23,"KLW,AKW,JLM",4,Y,9.4,noData,NA,NA,NA,NA
DEMAPATPA1,2017-05-23,LY,4,Y,0,noData,NA,NA,NA,NA
JORGJANMA1,2017-05-23,"ASJ,JLK,SBL",5,Y,19.25,noData,NA,NA,NA,NA
WHEATPKMD1,2017-05-23,"DLM,AEH,GRD",noData,Y,99999,noData,NA,NA,NA,NA
BEARKARNC1,2017-05-24,AJB,2,Y,4,noData,NA,NA,NA,NA
DOPPJANMA1,2017-05-24,"ASJ,JLK",5,Y,20,noData,NA,NA,NA,NA
DOWBENFL1,2017-05-24,ERF,-,noData,99999,RESIGHT ONLY,NA,NA,NA,NA
HEWILORCO1,2017-05-24,AM,2,Y,9.8,noData,NA,NA,NA,NA
LANDCELVA1,2017-05-24,"AKW,KLW",3,Y,24.8,noData,NA,NA,NA,NA
NZPBIRDDC1,2017-05-24,"BSE, JLM",noData,Y,99999,SUNY ESF,NA,NA,NA,NA
SACHLARPA1,2017-05-24,LY,4,Y,0,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-05-24,"DLM,GRD,AEH",-,Y,23.2,noData,NA,NA,NA,NA
TRACBRIGA1,2017-05-24,"CLG,BRITTANY",3,Y,4,noData,NA,NA,NA,NA
BENNBILMA1,2017-05-25,"ASJ,JLK,SBL",5,Y,12,"CLOSED TWO NETS @0900 ,OTHER TWO CLOSED @1300",NA,NA,NA,NA
DISALINGA1,2017-05-25,CLG,99999,Y,99999,noData,NA,NA,NA,NA
DWORBARPA1,2017-05-25,LY,4,Y,1,Rainstorm limited banding and resighting efforts,NA,NA,NA,NA
EWINSAMFL1,2017-05-25,ERF,-,noData,0,"RESIGHT ONLY, dropped out in 2017",NA,NA,NA,NA
LOFLKATNC1,2017-05-25,AJB,3,Y,5,noData,NA,NA,NA,NA
SCHRCATCO1,2017-05-25,"AM, SN",1,N,8.1,BCCH & AMRO in area. None caught.,NA,NA,NA,NA
ALLERILGA1,2017-05-26,"CLG,RILEY",3,Y,6.33,noData,NA,NA,NA,NA
CLYDEPKGA1,2017-05-26,CLG,99999,Y,99999,noData,NA,NA,NA,NA
DISALINGA1,2017-05-26,"CLG,LINDA,BOB",4,Y,8.33,noData,NA,NA,NA,NA
DUFFSHAFL1,2017-05-26,ERF,-,noData,0,RESIGHT ONLY,NA,NA,NA,NA
HAZZIANFL1,2017-05-26,ERF,-,noData,0,RESIGHT ONLY,NA,NA,NA,NA
LADYKENNC1,2017-05-26,AJB,5,Y,4,noData,NA,NA,NA,NA
ONTAHOUDC1,2017-05-26,JLM,1,Y,9,Cat right at point count site,NA,NA,NA,NA
REIMAMBCO1,2017-05-26,"AM, JC",5,Y,8.7,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-05-26,"DLM,TAG,AEH",noData,Y,0,noData,NA,NA,NA,NA
ARGEGIONC1,2017-05-27,AJB,1,Y,4,Participant left for another commitment,NA,NA,NA,NA
ENNEBECFL1,2017-05-27,ERF,-,noData,0,RESIGHT ONLY,NA,NA,NA,NA
HILLSALMA1,2017-05-27,"JLK,ASJ",4,Y,20,noData,NA,NA,NA,NA
LUCAJILMD1,2017-05-27,JLM,-,Y,0,Resight only,NA,NA,NA,NA
MCDOELIVA1,2017-05-27,AKW,3,Y,7.1,noData,NA,NA,NA,NA
MCGEMANPA1,2017-05-27,LY,4,Y,2,Banding time limited by heavy rain,NA,NA,NA,NA
MCNAKRIMD1,2017-05-27,JLM,-,Y,0,Resight only,NA,NA,NA,NA
PRASJOHPA1,2017-05-27,RSM,noData,Y,20,Net hours estimated.,NA,NA,NA,NA
RIVEPATGA2,2017-05-27,"CLG,PATRICIA,SCOTT",4,Y,8.66,noData,NA,NA,NA,NA
DELUBILMA1,2017-05-28,"JLK,ASJ",5,Y,25.25,noData,NA,NA,NA,NA
FULLPAMFL1,2017-05-28,ERF,99999,Y,99999,noData,NA,NA,NA,NA
HAUSJIMPA1,2017-05-28,RSM,noData,Y,20,Net hours estimated.,NA,NA,NA,NA
WILLAMBNC1,2017-05-28,AJB,5,Y,4,noData,NA,NA,NA,NA
OPALDPKMD1,2017-05-29,"GRD,DLM,TAG",noData,Y,20,noData,NA,NA,NA,NA
PHENTRACO1,2017-05-29,AM,3,Y,7.3,"Other Birds Caught: AMGO, HOSP, COGR, HOFI",NA,NA,NA,NA
SPRINPKMD1,2017-05-29,"BSE,EBC",noData,Y,11,noData,NA,NA,NA,NA
STRAELEGA1,2017-05-29,CLG,99999,Y,99999,noData,NA,NA,NA,NA
WELLBREFL1,2017-05-29,ERF,3,Y,8.7,noData,NA,NA,NA,NA
CANNANNMA1,2017-05-30,"ASJ,SLK,SBL",3,Y,20,noData,NA,NA,NA,NA
CONNJOHNC1,2017-05-30,AJB,4,Y,4,noData,NA,NA,NA,NA
DUKTJOHGA1,2017-05-30,"CLG,KAREN",3,Y,3.66,Closed up early due to rain.,NA,NA,NA,NA
PERRCHRMD1,2017-05-30,JLM,1,Y,9,noData,NA,NA,NA,NA
STANJEFMD1,2017-05-30,"KLW,AKW",2,Y,9.2,noData,NA,NA,NA,NA
BAKENANMA1,2017-05-31,"JLK, ASJ",99999,Y,99999,noData,NA,NA,NA,NA
BALASUCMD1,2017-05-31,"AKW,KLW",4,Y,14,noData,NA,NA,NA,NA
DEGELAUNC1,2017-05-31,AJB,4,Y,4,noData,NA,NA,NA,NA
DEPHKATPA1,2017-05-31,LY,4,Y,3.3,"Sunny, 70 degrees",NA,NA,NA,NA
MCCLEESPA1,2017-05-31,RSM,noData,Y,20,Net hours estimated.,NA,NA,NA,NA
STEPGREFL1,2017-05-31,ERF,3,Y,17,noData,NA,NA,NA,NA
WHEATPKMD1,2017-05-31,DLM,99999,Y,99999,noData,NA,NA,NA,NA
BEVIPETPA1,2017-06-01,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
DAVIALIVA1,2017-06-01,JLM,-,Y,0,Resight only,NA,NA,NA,NA
FAERHOWMA1,2017-06-01,"JLK,ASJ",3,Y,17.75,noData,NA,NA,NA,NA
NATURTLFL1,2017-06-01,ERF,noData,Y,16,noData,NA,NA,NA,NA
SMITHCADC1,2017-06-01,"DLM,AEH,CQS,JUM",noData,Y,0,noData,NA,NA,NA,NA
THOMDEBPA1,2017-06-01,LY,4,Y,6,Recently removed shrubs has decreased bird activity,NA,NA,NA,NA
WOODELEVA1,2017-06-01,JLM,-,Y,0,Resight only,NA,NA,NA,NA
HAZZANNMA1,2017-06-02,"ASJ,JLK",5,Y,15.25,One net closed at 10:30 due to neighbor's dogs running through net,NA,NA,NA,NA
HEINANNFL1,2017-06-02,ERF,-,noData,0,RESIGHT ONLY,NA,NA,NA,NA
NZPBIRDDC1,2017-06-02,"BSE, REZ",noData,Y,99999,banded for Laurel - artist,NA,NA,NA,NA
PRESHOUFL1,2017-06-02,ERF,-,noData,0,"RESIGHT ONLY, sight retired after 2017",NA,NA,NA,NA
ROHRSALMD1,2017-06-02,JLM,2,Y,4.5,noData,NA,NA,NA,NA
SINGVIRDC1,2017-06-02,JLM,5,Y,4,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-06-02,"DLM,AEH",noData,Y,15.4,noData,NA,NA,NA,NA
WHITLIZFL1,2017-06-02,ERF,-,noData,0,RESIGHT ONLY,NA,NA,NA,NA
BOBAMICNC1,2017-06-03,AJB,4,Y,4,noData,NA,NA,NA,NA
BOYLCOLMA1,2017-06-03,"ASJ,JLK",5,Y,15,"2780-93395 BAND LOST, 2 NETS CLOSED AT 1000",NA,NA,NA,NA
DICKSUSPA1,2017-06-03,LY,4,Y,7.5,noData,NA,NA,NA,NA
GETZGLEPA1,2017-06-03,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
RAUNERIMD2,2017-06-03,"AKW,KLW",5,Y,7.3,noData,NA,NA,NA,NA
WATSJOSFL1,2017-06-03,ERF,3,Y,16.5,noData,NA,NA,NA,NA
COMAPATPA1,2017-06-04,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
ROSETRANC1,2017-06-04,AJB,5,Y,5,noData,NA,NA,NA,NA
WEBBTOMFL1,2017-06-04,ERF,-,noData,0,"RESIGHT ONLY, dropped out in 2017",NA,NA,NA,NA
WHEATPKMD1,2017-06-04,"DLM,AEH",noData,Y,6,noData,NA,NA,NA,NA
BRENTESDC1,2017-06-05,"KLW,JLM,AKW",4,Y,12.3,noData,NA,NA,NA,NA
KRATANDFL1,2017-06-05,ERF,-,noData,0,RESIGHT ONLY,NA,NA,NA,NA
SILVCELFL1,2017-06-05,ERF,-,noData,0,RESIGHT ONLY,NA,NA,NA,NA
SMITHCADC1,2017-06-05,DLM,99999,Y,99999,noData,NA,NA,NA,NA
THERLARMA1,2017-06-05,"ASJ,JLK,AT",5,Y,20,noData,NA,NA,NA,NA
BURNDENNC1,2017-06-06,AJB,4,Y,4,noData,NA,NA,NA,NA
JENKANGGA2,2017-06-06,CLG,3,Y,14.16,"Captured TUTI, unable to band due to scaley leg mites",NA,NA,NA,NA
SALOSHEMD1,2017-06-06,KLW,5,Y,13.8,noData,NA,NA,NA,NA
WHEATPKMD1,2017-06-06,"GRD,AEH,DLM,TBR,LRH",noData,Y,11.8,noData,NA,NA,NA,NA
WOLFMELPA1,2017-06-06,LY,4,Y,7.5,Trained volunteers completed resighting while technicians banded,NA,NA,NA,NA
HAGGHENCO1,2017-06-07,"AM,JC",3,N,12,noData,NA,NA,NA,NA
LEWASUSMA1,2017-06-07,JLK,5,Y,7.5,noData,NA,NA,NA,NA
MOSMCARMD1,2017-06-07,"KLW,AKW",5,Y,8.3,PARTICIPANT VERY ENGAGED AND INVOLVED!,NA,NA,NA,NA
ROBELINNC1,2017-06-07,AJB,3,Y,4,noData,NA,NA,NA,NA
SHEAMARMA1,2017-06-07,ASJ,5,Y,12.25,"NETS CLOSED AT 1000, NETS RE-OPENED AT 1130, CLOSED AT 1230",NA,NA,NA,NA
SIZOOPKDC1,2017-06-07,"AEH,DLM,GRD",noData,Y,6.7,noData,NA,NA,NA,NA
UPACAMSMA1,2017-06-07,JLK,noData,Y,8,Nets open 8:30-10:30,NA,NA,NA,NA
WHEATPKMD1,2017-06-07,"DLM,AEH,GRD",noData,Y,12.3,noData,NA,NA,NA,NA
CASTTOMNC1,2017-06-08,AJB,2,Y,4,noData,NA,NA,NA,NA
CHALMICGA1,2017-06-08,"CLG,MICHAEL,JANET",4,Y,7.75,2 NOCA with leg mites released,NA,NA,NA,NA
GECACARVA1,2017-06-08,KLW,4,Y,6.9,noData,NA,NA,NA,NA
KINGHUGCO1,2017-06-08,"AM, MM",5,Y,8.7,noData,NA,NA,NA,NA
OPALDPKMD1,2017-06-08,"AEH,GRD,DLM,LHR",noData,Y,3.8,noData,NA,NA,NA,NA
ROBISCOFL1,2017-06-08,ERF,-,noData,99999,RESIGHT ONLY,NA,NA,NA,NA
SPRINPKMD1,2017-06-08,"AEH,GRD,DLM,LHR",noData,Y,3.3,noData,NA,NA,NA,NA
UPACAMSMA1,2017-06-08,"ASJ,AMT",5,Y,8.75,"NETS OPENED AT 0900, NETS CLOSED AT 1130",NA,NA,NA,NA
WOODPAUVA1,2017-06-08,AKW,1,Y,7.8,noData,NA,NA,NA,NA
AZARCARPA1,2017-06-09,LY,4,Y,7.5,noData,NA,NA,NA,NA
BODKANNMA1,2017-06-09,ASJ,5,Y,11.25,NETS CLOSED2 1200,NA,NA,NA,NA
NZPBIRDDC1,2017-06-09,"BSE, REZ",noData,Y,99999,noData,NA,NA,NA,NA
OLONMARDC1,2017-06-09,"KLW,AKW",2,Y,4.5,noData,NA,NA,NA,NA
SHARAMACO1,2017-06-09,"AM, MM",5,Y,17.2,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-06-09,"KME,AEH,DLM",noData,Y,7.6,noData,NA,NA,NA,NA
TATEJUAMD1,2017-06-09,TBR,99999,Y,99999,noData,NA,NA,NA,NA
CAMPROSMD1,2017-06-10,AKW,1,Y,5.5,noData,NA,NA,NA,NA
CLARBRYMA1,2017-06-10,ASJ,5,Y,9.25,"NETS CLOSED @ 1000, 6M RE-OPNED @ 1130 AND CLOSED @1200",NA,NA,NA,NA
HORNMARGA1,2017-06-10,"CLG,MARY ANNE",4,Y,10.41,noData,NA,NA,NA,NA
LYNCPATPA1,2017-06-10,LY,99999,Y,99999,noData,NA,NA,NA,NA
PINKSUSPA1,2017-06-10,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
WHEEJENNC1,2017-06-10,AJB,4,Y,4,noData,NA,NA,NA,NA
OWENEDDNC1,2017-06-11,AJB,4,Y,4,Temperature increased rapidly; resight foray was done the following week.,NA,NA,NA,NA
QUIMKIMPA1,2017-06-11,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
BROWANNMD1,2017-06-12,JLM,3,Y,6,noData,NA,NA,NA,NA
HOWAJANMA1,2017-06-12,JLK,5,Y,13.5,noData,NA,NA,NA,NA
KANEEVANC1,2017-06-12,AJB,1,Y,4,noData,NA,NA,NA,NA
MORRCHRVA1,2017-06-12,KLW,99999,Y,99999,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-06-12,"DLM,AEH",noData,Y,1.3,noData,NA,NA,NA,NA
SMITHCADC1,2017-06-12,"AEH,DLM,GRD,KME,LHR",noData,Y,8.3,noData,NA,NA,NA,NA
VERSBETMD2,2017-06-12,"KLW,AKW",4,Y,7.8,noData,NA,NA,NA,NA
AUSTCLANC1,2017-06-13,AJB,4,Y,4,noData,NA,NA,NA,NA
BROWANNDC1,2017-06-13,JLM,3,Y,4,noData,NA,NA,NA,NA
LAPPHENMA1,2017-06-13,JLK,3,Y,6.25,noData,NA,NA,NA,NA
LYBAALICO1,2017-06-13,"AM,CB",5,Y,8.8,"Wild Backyard, several HOWR & AMRO",NA,NA,NA,NA
NZPBIRDDC1,2017-06-13,"BSE, REZ",noData,Y,99999,banded for Laurel - artist,NA,NA,NA,NA
SIZOOPKDC1,2017-06-13,"TBR,DLM,AEH,GRD,KME",noData,Y,28.7,noData,NA,NA,NA,NA
WILLMARGA1,2017-06-13,CLG,3,Y,8.73,One NOCA released due to leg mites,NA,NA,NA,NA
BOSCJOEDC1,2017-06-14,JLM,-,Y,0,Resight only,NA,NA,NA,NA
CASSKATGA1,2017-06-14,"CLG,THE SEABROOKS,THE CASSES",3,Y,8.33,noData,NA,NA,NA,NA
EGANMARMD1,2017-06-14,JLM,-,Y,0,Resight only,NA,NA,NA,NA
HOUSELICO1,2017-06-14,"AM, MM",5,Y,9,noData,NA,NA,NA,NA
LANETARNC1,2017-06-14,AJB,3,Y,4,noData,NA,NA,NA,NA
PERNMIKMD1,2017-06-14,"KLW,AKW",4,Y,9.7,noData,NA,NA,NA,NA
STACTIMPA1,2017-06-14,LY,5,Y,3,noData,NA,NA,NA,NA
ABBOTOMCO1,2017-06-15,"AM, MM",5,Y,22.7,2 neighbors also participated,NA,NA,NA,NA
BUISNORVA1,2017-06-15,JLM,5,Y,8.5,noData,NA,NA,NA,NA
LABOPEGMA1,2017-06-15,ASJ,2,Y,5.25,"NETS CLOSED @ 1000, NETS RE-OPENED @ 1110-CLOSED @ 1210",NA,NA,NA,NA
LAFOMELVA1,2017-06-15,"KLW,AKW",3,Y,7.9,noData,NA,NA,NA,NA
MAFFANGPA1,2017-06-15,LKY,99999,Y,99999,noData,NA,NA,NA,NA
WHEATPKMD1,2017-06-15,"AEH,DLM,GRD,KME",noData,Y,23.7,noData,NA,NA,NA,NA
BOUDLYNMA1,2017-06-16,JLK,5,Y,12,noData,NA,NA,NA,NA
DUMBOPKDC1,2017-06-16,"DLM,AEH,TBR,TSS,KME",noData,Y,0,a ton of nets,NA,NA,NA,NA
HULLJEFVA1,2017-06-16,JLM,-,Y,0,Resight only,NA,NA,NA,NA
KALIELINC1,2017-06-16,AJB,3,Y,4,noData,NA,NA,NA,NA
LATHJANMA1,2017-06-16,ASJ,5,Y,7.5,noData,NA,NA,NA,NA
NIKODONPA1,2017-06-16,LY,5,Y,4.5,noData,NA,NA,NA,NA
NZPBIRDDC1,2017-06-16,"JLM, REZ, BSE, SMS",noData,Y,99999,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-06-16,REZ,99999,Y,99999,noData,NA,NA,NA,NA
BUDNNORNC1,2017-06-17,AJB,4,Y,4,noData,NA,NA,NA,NA
FARYSIMMD1,2017-06-17,JLM,3,Y,6,noData,NA,NA,NA,NA
KOBEDANPA1,2017-06-17,LY,5,Y,7.5,noData,NA,NA,NA,NA
LEEJOEPA1,2017-06-17,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
MALTELIMA1,2017-06-17,JLK,5,Y,8.25,noData,NA,NA,NA,NA
MATHLYNMA1,2017-06-17,ASJ,5,Y,10.5,NETS RE-OPENED @ 1140- CLOSED @ 1240,NA,NA,NA,NA
MOLLRUSPA1,2017-06-18,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
CALLEVEMA1,2017-06-19,ASJ,3,Y,2.5,noData,NA,NA,NA,NA
FERNKARNC1,2017-06-19,AJB,1,Y,4,noData,NA,NA,NA,NA
JOHNJUDPA1,2017-06-19,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
PELLVOLMA1,2017-06-19,JLK,3,Y,9,noData,NA,NA,NA,NA
WHEATPKMD1,2017-06-19,"AEH,DLM,KME,GRD",noData,Y,8.3,noData,NA,NA,NA,NA
WOLFAMYDC1,2017-06-19,JLM,1,Y,5,noData,NA,NA,NA,NA
BARBJERMD1,2017-06-20,JLM,5,Y,5.4,noData,NA,NA,NA,NA
CALVCARMA1,2017-06-20,JLK,4,Y,7.25,noData,NA,NA,NA,NA
CYMRHELDC1,2017-06-20,"KLW,AKW",2,Y,2.5,noData,NA,NA,NA,NA
MEADRUTNC1,2017-06-20,AJB,5,Y,4,noData,NA,NA,NA,NA
NZPBIRDDC1,2017-06-20,"BSE, REZ",noData,Y,99999,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-06-20,TBR,99999,Y,99999,noData,NA,NA,NA,NA
SMITHCADC1,2017-06-20,"AEH,DLM,KME,GRD",noData,Y,5,noData,NA,NA,NA,NA
STEPJANMA1,2017-06-20,"ASJ,AMT",5,Y,12.25,LOOKING FOR GPS GRAY CATBIRD,NA,NA,NA,NA
THOMMARPA1,2017-06-20,"LY,KC",4,Y,7.5,noData,NA,NA,NA,NA
WILTALLCO1,2017-06-20,"MM,CB",4,Y,8.5,noData,NA,NA,NA,NA
ASSMCARMD1,2017-06-21,JLM,-,Y,0,Resight only,NA,NA,NA,NA
BROANANNC1,2017-06-21,AJB,3,Y,4,Rained intermittently throughout visit,NA,NA,NA,NA
CARRPAGCO1,2017-06-21,MM,5,Y,16,noData,NA,NA,NA,NA
COPEHAZPA1,2017-06-21,LY,5,Y,9,noData,NA,NA,NA,NA
KANEBRIMA1,2017-06-21,JLK,1,Y,9,noData,NA,NA,NA,NA
LINDHANMD1,2017-06-21,JLM,-,Y,0,Resight only,NA,NA,NA,NA
NZPSMBCDC1,2017-06-21,"TBR, noData",99999,Y,99999,noData,NA,NA,NA,NA
OPALDPKMD1,2017-06-21,"AEH,DLM,GRD",noData,Y,6.5,noData,NA,NA,NA,NA
SPRINPKMD1,2017-06-21,"AEH,DLM,GRD",noData,Y,2.7,noData,NA,NA,NA,NA
GARDVALMD1,2017-06-22,"KLW,AKW",4,Y,6.3,noData,NA,NA,NA,NA
HIGGBETMA1,2017-06-22,"ASJ,AMT",5,Y,6.25,noData,NA,NA,NA,NA
HINTLORNC1,2017-06-22,AJB,3,Y,0.1,noData,NA,NA,NA,NA
JACOSYDMD1,2017-06-22,JLM,-,Y,0,Resight only,NA,NA,NA,NA
KINGGEOMA1,2017-06-22,JLK,1,Y,9,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-06-22,"AEH,DLM,KME,GRD",noData,Y,0,noData,NA,NA,NA,NA
AMANDRUPA1,2017-06-23,LY,3,Y,12,noData,NA,NA,NA,NA
GOODNANMA1,2017-06-23,ASJ,5,Y,6.25,noData,NA,NA,NA,NA
LEWIADRCO1,2017-06-23,MM,3,N,4,noData,NA,NA,NA,NA
NZPSMBCDC1,2017-06-23,"BSE, REZ",noData,Y,99999,taking pictures,NA,NA,NA,NA
WAPLEESVA1,2017-06-23,JLM,-,N,0,Resight only,NA,NA,NA,NA
ANDEMARCO1,2017-06-24,"AM,MM",3,Y,21.5,noData,NA,NA,NA,NA
GRIFRACMA1,2017-06-24,ASJ,5,Y,10.5,noData,NA,NA,NA,NA
MARNMELPA1,2017-06-24,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
MILTMIKVA1,2017-06-24,"AKW,KLW",3,Y,6.9,noData,NA,NA,NA,NA
NZPSMBCDC1,2017-06-24,"REZ, BSE",noData,Y,99999,public banding station - FONZ open house,NA,NA,NA,NA
RYBAELAMA1,2017-06-24,JLK,5,Y,5,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-06-24,DLM,99999,Y,99999,noData,NA,NA,NA,NA
KILEHAYPA1,2017-06-25,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
SHERALEMA1,2017-06-25,JLK,4,Y,4.75,noData,NA,NA,NA,NA
BEALTOMMD1,2017-06-26,AKW,3,Y,5.7,noData,NA,NA,NA,NA
FARRAMYPA1,2017-06-26,LY,5,Y,9,noData,NA,NA,NA,NA
GORNSARCO1,2017-06-26,"AM,HD",5,Y,15.1,"SPTO dropped, AMRO & HOWR bounced",NA,NA,NA,NA
MERIMARMA1,2017-06-26,ASJ,5,Y,6.25,noData,NA,NA,NA,NA
NZPSMBCDC1,2017-06-26,TBR,99999,Y,99999,noData,NA,NA,NA,NA
RINADAVMA1,2017-06-26,JLK,99999,Y,99999,noData,NA,NA,NA,NA
WHEATPKMD1,2017-06-26,"AEH,DLM,GRD,KME",noData,Y,11.7,noData,NA,NA,NA,NA
ARCADIAMA1,2017-06-27,"JLK,ASJ",5,Y,10,noData,NA,NA,NA,NA
HUTCWAYCO1,2017-06-27,"AM,MM",1,Y,13,noData,NA,NA,NA,NA
JACOSYDMD1,2017-06-27,TBR,99999,Y,99999,noData,NA,NA,NA,NA
JOHAHEAMA1,2017-06-27,JLK,4,Y,10.5,noData,NA,NA,NA,NA
NEWBCARVA1,2017-06-27,JLM,5,Y,10.1,noData,NA,NA,NA,NA
NZPSMBCDC1,2017-06-27,"REZ, BSE",noData,Y,99999,young ambassadors demo,NA,NA,NA,NA
RICEMICPA1,2017-06-27,LY,4,noData,9,noData,NA,NA,NA,NA
RINADAVMA1,2017-06-27,JLK,5,Y,10,noData,NA,NA,NA,NA
SMITHCADC1,2017-06-27,"AEH,DLM,GRD",noData,Y,3.5,noData,NA,NA,NA,NA
GRIFROGMD1,2017-06-28,TBR,noData,Y,99999,GRCA tagging,NA,NA,NA,NA
JOHAHEAMA1,2017-06-28,JLK,99999,Y,99999,noData,NA,NA,NA,NA
MARRPETMD2,2017-06-28,"TBR, AEJ",99999,Y,99999,noData,NA,NA,NA,NA
NZPSMBCDC1,2017-06-28,TBR,99999,Y,99999,noData,NA,NA,NA,NA
OPALDPKMD1,2017-06-28,"AEH,DLM,KME",noData,Y,16.8,noData,NA,NA,NA,NA
RICHALMA1,2017-06-28,ASJ,2,Y,6.25,noData,NA,NA,NA,NA
SALITYLNC1,2017-06-28,AJB,3,Y,4,noData,NA,NA,NA,NA
TATEJUAMD1,2017-06-28,KLW,99999,Y,99999,noData,NA,NA,NA,NA
FOYLDONPA1,2017-06-29,LY,4,Y,12,noData,NA,NA,NA,NA
FREYFREMD1,2017-06-29,AEJ,99999,Y,99999,noData,NA,NA,NA,NA
FRITDENCO1,2017-06-29,"AM, MM",5,Y,11.3,noData,NA,NA,NA,NA
JEWELIBMD1,2017-06-29,JLM,-,N,0,Resight only,NA,NA,NA,NA
MCKICAIMA1,2017-06-29,ASJ,5,Y,5,noData,NA,NA,NA,NA
OPALDPKMD1,2017-06-29,"AEH,DLM,KME",noData,Y,16.8,noData,NA,NA,NA,NA
PRESANNNC1,2017-06-29,AJB,4,Y,5,noData,NA,NA,NA,NA
SIZOOPKDC1,2017-06-29,"TBR, DLM",99999,Y,99999,noData,NA,NA,NA,NA
ZAMBTRAMD1,2017-06-29,JLM,-,N,0,Resight only,NA,NA,NA,NA
DAGGNATNC1,2017-06-30,AJB,3,Y,4,noData,NA,NA,NA,NA
DONOLORDC2,2017-06-30,JLM,-,Y,0,Resight only,NA,NA,NA,NA
DUMBOPKDC1,2017-06-30,"AEH,DLM,AJ,KME,TBR",noData,Y,0,noData,NA,NA,NA,NA
FEINLISMA1,2017-06-30,JLK,2,Y,9.5,noData,NA,NA,NA,NA
KEYESUSMD1,2017-06-30,KLW,4,Y,9.6,noData,NA,NA,NA,NA
MADJDAVPA1,2017-06-30,"LY,KC",4,Y,12,noData,NA,NA,NA,NA
MORETONMA1,2017-06-30,ASJ,3,Y,5,noData,NA,NA,NA,NA
TEAMKARPA1,2017-06-30,RSM,noData,Y,20,Net hours estimated,NA,NA,NA,NA
BALDARTPA1,2017-07-01,LY,5,Y,12,"Heavy rain began around 10:30, limiting resighting efforts.",NA,NA,NA,NA
CRAIJOSNC1,2017-07-01,AJB,4,Y,4,noData,NA,NA,NA,NA
DUMBOPKDC1,2017-07-01,AEJ,99999,Y,99999,noData,NA,NA,NA,NA
FUISLISVA2,2017-07-01,AKW,0,Y,5.2,noData,NA,NA,NA,NA
GOLDBETMA1,2017-07-01,JLK,2,Y,3,noData,NA,NA,NA,NA
